stem,label
dips saran makan yg pake nasi guys gofoodshopeefood udah mager makan nasi,netral
gue anak atur uang semenjak kuliah amp rantau h,netral
hil mustahal gak jajan ngerasanya pake murah sih oh,netral
ya,netral
voucher ongkirnya rb doang malesin,negatif
tipe,netral
a or drink delivery gofoodshopeefood menang b saldo emoney menang,positif
kurang go bro klo warung makan pinggir jalan,netral
order love languageku,positif
eh ya tuh pagi buka tuh gilsss banget promo nya,positif
makasih pagi makan ayam penyet,positif
baca ni thread ttg atm us vs indo jd inget bbrp tmn gw br dr belanda kaget indo jd advance bgt,positif
banyakkk diskon xixixixixi,positif
wis ra ono promo neh pake,positif
bllng ngoyong konden ade,positif
scroll gofood grabfood vouchernya udah nggak kek,negatif
mumpung voucher mamam solaria ahhh bm bgt kemaren,positif
cek aja nder voucher lumayan,positif
hahahah ketemu nya ngakalin diskon,positif
gua ken mcnugget udah buka mesen tp sadar miskin trs skrg ken croffle,netral
jm sgni terbul manis yng enak weh gofood grabfood,netral
tp suka yg tipe creamy yg gak strong bgt kopi hihi kal,positif
apaansi ongkir k k anjg jelek,negatif
ga,negatif
eh sen via,netral
ya emang si merchant resto markup harga biar liat,positif
udu banget save no mas mas trs save no wkkw ngapain ya,positif
nungguin banget,negatif
coins beli mcd kat haritu je album hahahahahah,positif
drivernya suka pd gamau ngambil karna ngantriny,negatif
tangan gue otomatis buka buka emang kerja cari makan mulu,positif
mura,positif
wkt gw beli grab mo beli menu ban,positif
laper beut drtd kaga nemu driver,negatif
vc grabfood sm kak,positif
laperrr bgt malem malem dah ayo bestie yg voc gofood grabfood atay jg gpp,netral
ni kesini jelek ya layan kali kali sen makan jam nunggu kaga dik,negatif
skrg diskon gabisa diandalin lg mending makan sumpah makan yuk,negatif
ya jg ya aneh bgt gk marah,negatif
gk rumah km gk,negatif
upaya tingkat kualitas layan ya,positif
gaon rela renti ngambil order jemput chaewon,netral
first time tau cuba burger umah sewa izzah otai tu takde pulak dlm ni,positif
tepat alih gak pakai gofood oke kapankapan co,netral
i think today is my lucky day barusan gue sen burger hotdog hitung diskon g,positif
jalan macet penuh manusia oren persija,netral
niat hati hemat bgt ya bela eh tibatiba aja tagihantagihan surprise karcis parkir ilang ja,negatif
wal info daftar gojek grab png gas tambah nh kd kwa nyewa akun lo kran verifikasi wajah,netral
peran ecommerce macem grabgofood mentrigger umkm galangsung,positif
loh beli moonchick yg paket ayam tohh k blm diskon,negatif
semarang libur gimana ya ujannya udah renti loo,netral
buka klik langsung nyari pensil alis dasar tau aja mau makan,netral
spay asik nih kak,positif
iyaa gitu sok mahal,negatif
yukk kak jajan jgn lupa gunain voucher promonya yaa met malem nl,positif
driver kemane sihhh we laperr,negatif
min error gimana ya gw abis sen akun log out sendi,negatif
gin jan,netral
coa laporin cha kalo gada tanggap tweet aja langusng tag,negatif
driver malang ilang,negatif
yaallah driver aja ga tarik,negatif
yah maw emang kalo beli gaco enak gojek riweh,positif
kaya hemat drpd gofood,positif
ujan gede grabfood gofood dadak ilang andai ayang,negatif
gue sen x dibatalin mulu gofood server error suruh pingsan aja gmn sie,negatif
hi kak utk biaya admin mimin info biaya yg terap utk kualitas layan baik,negatif
scroll jam dewe,negatif
iya ga makan scroll gofood dama aja ga tarik,negatif
ambil gw laper nih guweeeeee,netral
nyerah coba daftarin jd mitra driver grab layan jg kalo rame kalo ya,netral
nder aja mikir kali kasi drivernya,netral
niat tabung tp jam bukain grab,negatif
notifikasi malam cakap update address petaling jaya pastu harini nak beli,netral
gile udh x order dicancel mulu,negatif
beli khilaf banyak order menu,negatif
mo mandi tp nungguin abang takut tbtb pas mandi abang dah sampe,netral
isi shopeepay hihi udah jajan,netral
mending sen online kalo tutup tungguin aja app nya abang yg wkt,netral
langgan gue klo kosaan pek,positif
bgt dah,negatif
tahan tahan gaboleh co,netral
ness rekomendasi seblak enak grab gojek bageur boom keduany,netral
dih najis biaya,negatif
eh tolol bru inget bsk shopay nya gue pake td aghrhrrh,negatif
gpp deh kirimin aja gofood gpp besok sakit yg makan,netral
bener tinggal pencet order dadak lgs ujan deres brati allah ridho diet,negatif
sumpah kocak bgt motor rumah ayah bareng wkwkwk sampe cari a,netral
tau emang gitu,netral
kenape sih chat dr driver gbs langsung klik notif bar,negatif
bener mehong ongkos siyal,negatif
bener tinggal pencet order dadak lgs ujan deres brati allah ridho diet,negatif
turut aja sender beli delivery ku gt ak jg,positif
dr siang scroll go grab tp putus mo makan apaaan,negatif
ken nya sie min,positif
min udah jam pesan driver engga hubung pesan engga cancel tolong bantu,negatif
ya suka pelit sm ken tp sayang uang ngeluarin goceng aja gw ngerasa ngeluarin ribu,negatif
beli abang udh otw menit tp maps blm jalan,negatif
pilih icon trus pilih menu makananya klik checkout promo tinggal tambahin,positif
ohhh kirain kalo gatau hehe,netral
tp klo emg nemu yg lumayan sih kalo ga nemu yg lumayan gitu sebenernya aja wkwk,netral
rangka pengin manja lapang wkwkwkk sana bingung makan kaya,netral
terimakasih mbak putty info parttime kecuali ehehe,positif
knapa mahallll,negatif
kaa,positif
udah blom ya,netral
weh maxim jg adaa grab nderr,netral
ain nya nih gak enak murah besok promo puncak santap,positif
nder minggu k soang beli nugget sosis k udah cuku,netral
eh,netral
eh sumpah starbucks promo mulu kali bokek mesti hemat,positif
inget dapet order anter redz eh ngorder ritual nungguin ha,negatif
wkskskdkdk tanggal muda diskon,positif
oh iya yaa ap yaaaa ga beli yg diskon random kalo apaa,netral
lupa sen zak nek ana keluh chat hakim bae wkwk,netral
loh iya nya,positif
,positif
driver gw ajar driver bagi dalam golong golong ngerasa,netral
driver gue panggil mas anak muda gue panggil mohon maap yaa gak liat foto,netral
udh sampe igd td jam an ditunggi eh tau ga tindak hrs ranap lg yaudah deh plg aja asa numpa,negatif
hih kesel deh jdnya dritadi scroll tp bingung makan,negatif
mahal sih udah pake voucher gratis ongkir jumbo kena ongkir ga km teru,negatif
iyaa huhuhuhu yakan kakk goda banget asli sampe buka gofood s,netral
mbak udah nemu blm ya rumah,netral
gakerasa udh jam tigaa gw dri jam buka kaga tau beli,negatif
knp ga bs pake spaylater dh w mw makdi mls isi spay,negatif
pukol scroll grab ngn nak makan kek bok dpt decide ujong order subway yg dil,negatif
ngisi libur w ken driver dah,positif
khawatir masuk depan ya kaba,negatif
hi kak fan mohon maaf kait kendala jarak rute mesan kendala pd sis,negatif
sih gojek tuh mahal biaya layan dsb nya kayak banget biaya tamba,negatif
laper banget liat grabfood ikut mihil mihil,negatif
beli,positif
weh samaaaa i je tengok buttercream latte,positif
wkwkwkwk daah habisbeli promo,positif
abang iya nder,positif
kanggo masmas sing ngeterke pangan sepurane maskesegeranmu awan iki berkurangmergo es mu katut kekke,netral
ga ketemu ga interaksi dapet sial sih bisa dapet driv,negatif
dom jakarta barat yaa anggur sehariharinya ngojek driver amp lalamove driver penuh butuh hidup,positif
krn bs jalan jd ga bingung,positif
makan depok yg enak yg sda ap yh,netral
makan siang yg grabshopeefood yg enak ya,netral
akusii beli wkwk,positif
biaya layan mahal bgt ya sampe skrg,negatif
ken nyobain enak sen ya yg cocok sakit flu,netral
for me yg tinggal tiga suami anak bayi hemat gak mubazir beli pake,positif
sih make makan dateng banget drivernya suka aneh jauh resto laper,negatif
wtb voc guna yg diskon minbel rp,positif
makroni ngehe nder kalo daerah grabfood,netral
ngutil duit emak bayar parkir abang liat tutor yutup ny,negatif
sibuk me scroll sampe nemu promo pas,netral
sarap upin ipin min ayam goyeng,netral
terimakasih selamat gratisgratis ongkirmu,positif
nama asin gak asin coba reply jawab shopeefoodies,netral
gak alas gak makan hemat ygy,netral
admin baca dm aktifasi akun partner tpi kaga kelar gmna dah,negatif
fun fact ampir pagi pas bangun lg posisi masak sarapanscroll gofoodshopeefood si,netral
bakmi daging legenda bakmi priska bakmi kun gua rekomen cari soaln,positif
kreatif haha,positif
kalo jakbar bakmi ono pangsit rebus bakso goreng reccommended mie yamin untar ba,positif
duga ya lapar order kena refund sbb tkda driver helllno,negatif
kfc menu riser lu kaga shopeefoodgrabfood macam dh,negatif
hai kak maaf ketidaknyamanannya kait kendala tdk batal pesan pd,negatif
coba kalo kreta bs,netral
anak kos jaman sen gasih,netral
kalo gada pilih paksa gitu,netral
hi kakmaaf utk kndlmu yg mlakukan cancel tdk bs amp driver pick up order sulit,negatif
milih warung ketoprak jam bismillah enak plis,netral
niat diet beli bungkus nasi padang diskon,negatif
tari pay rekening ribu masuk,negatif
knp sih klo cancel yf drivernya bgt pick up order susah bgt sy udh jm n,negatif
knp sih klo batalin pesan yg drivernya bgt ga pick up order makan susah bgt heran deh,negatif
uy abis order tumben abang basa basi ambil makan cuman pake tanktop putih gapake bra astagaa,negatif
enak jam gin mam ya sumpah takut kyak kmaren tp w nya tidur,netral
order jam malem moga ga tidur,netral
order banh,positif
jam gin seblak definisi nyari sakit,negatif
lu tau tau nya driver anjrittttt pickup makan rumah sodara w persis samping r,netral
emang nganjuk enek,netral
turun performa driver info driver shingga koreksi salah driver,netral
,netral
minggu selesai uas sen catering biar ga buang scroll alias jam,netral
km cocok aja,netral
sen ya anj bingung,netral
order makan makananya gak sampe uda terima aja kasih bintang aja,negatif
ra penak poto thok kuwiii penak iku nek kirim via,negatif
yg habis update fitur nya ilang ga,netral
enak sel usus pindang pedesnya a,netral
coba cek gofoodgrabfoodshopeefood,netral
daritadi udah jam buka gofood tp sen sen karna mahal bgt nyampe udah p,negatif
niat cemilan biar ga jajan kalo udh jam mlm suka laper kalo grabfood nyari,negatif
dips yg akun sewa,netral
wifi kos griya tetep dipake sen to,positif
hahahahshah dah miskenn,negatif
misi lapor tindak tipu transaksi via spay,negatif
pls w ngemil tp mahal bgt anjirr garela uang w,negatif
bakso cafe macet ng kayu tangan jembatan peler mbukak yg isine ayam tok,negatif
pesan makan online jugaa gofoodgrabfoodshopeefood gtgt pandauber eats,netral
dah order makan dkt lepastu tunggu ah check dh tekan confirm order,negatif
buka beli martabak,positif
gaco jebres buka stok abis mulu,negatif
sihh udah malem,positif
gueee mauuu beliii seblakk trs dah tutuppppppp u aja sampe jam,negatif
lg rumah sm aja kaya kerja gofoodshopeefood,positif
coba biasain clean eating ga makan jam malem dah laper ken kebab,negatif
nya kmu mas gojek pke jaket helm,negatif
pake gofood udah include emg gitu drivernya gabayar,netral
aing banget rebah kost beuh,positif
sih ken tindak lanjut aja driver sanksi ajar tata krama,negatif
kali buka ga ken,netral
knpaaa sih gak cancel order gin susah kalo ganti lokasiii,negatif
magermu beli makan malam minggu checkout rezeki,positif
i dah jarang order foodpanda,netral
kali req order from still takdk rider org taknak keja rider delivery dah ka,negatif
me baba arini dah pergi open house malam mcm lapar h order jom me hati,negatif
valid rebah scrolling twitter nunggu dateng,positif
gambling coba restoran enak,netral
malam minggu isi ngerjain tugas kirakira ya hibur,netral
gw nyari makan sampe skrg blm dapet gw kesel gada yg gugah selera lu upload,negatif
betek sen ayam geprek yg dateng ayam yg,negatif
mas bawa pacar ambil order,positif
iya anjir klo dr k aja mikir,negatif
tolong cek dm,netral
gak kak kakak mgkin msh driver besok gak tau t,positif
saran gofoodshopeefood bingung makan dr pagi bengong,netral
ga gofood,negatif
wkwk cek banner,netral
gak kak kakak mgkin msh driver besok gak ya,positif
dips rekomendasi makan dongg,netral
sushi k dapet jir murah banget gtw enak engak dom jogja,positif
aja gw udah rela nggak bulan depan,netral
kasih alamat pakai gojek grab tuh susah teh kemarin beliin ayang makan pakai sh,netral
ken beef curry udon nya marugame mager jalan beli gofood gamauuuu beda,netral
promo canda ya diskon rebu doang habis kena palak biaya operasional ongkir katan,negatif
dm lokasi ntr kirim sok,netral
sih wak cucok promo nya tpi u kno la jiwa warteg gejolak,netral
iseng liat rumah yg bikin ngiler enak bgt kayak ya,positif
tiga tolong cariin makan harga atas k gofoodgrabfoodshopeefood ss menu aja sampe,netral
gaseru bgt gofood grabfood promonya gitu doang,negatif
beli rumah makan padang aja,netral
yg bener cuman yg pake helm jaket gojek doang kalo maxim,netral
scroll gofood trua trus bengong lg,negatif
kalo rumah lu jakbar gua rekom hey salted egg chicken ayam geprek mas eko ayam geprek si gendut s,positif
ppp voc gofood dongg,netral
e malu bgt anjir cerita jd gua mesen trs makan sampe w nyeplosnya gofood ya,negatif
scroll jam ujung nya ayam gembus,netral
pas beli enak bgt pas beli langsung gak enak heran,negatif
order ku dah nyampe tibatiba rumah yg ngasih berkat ngerasa salah saldo pay ku,negatif
gw klo makan liat nexcarlos makan makan enak,positif
kalo main filipina kaya putar duit cepet minus blm,negatif
travelona eats mahal anj gapake otak app apaansi yg promonya make sense,negatif
alas yg tau merchant leko yg batal pesan via not,negatif
promo mulu ya,positif
hi kak mohon maaf ya kendala km tdk mesan tdk,negatif
gak ngitung nder tp batesin kek max kalo yg beli rada b,netral
search aja cari barang,positif
nyiapin menu makan prepare kuliah offline pas kosan ga gograbshopee trs whhshsh,positif
ak padamult,positif
sumpah nek mat matke mas e ganteng banget mesti sak ngisorku adohh umure,positif
salmon pcs khawatir krn emg gak makan ikan tp trnyata gak amis tolerable e,positif
me time nya dituker aja,positif
nge toxic meja favorit ditempatin driver gofood,positif
kadang awkward gofoodshopeefood ambil temen,netral
bener si duit gue kalo ga sedot sm spotify langgan nonton ya gofood,netral
daritadi sen katsukai bgt yg laper ga laper ness,negatif
jd driver bulan sblm masuk kerja lg masuk mall nebeng pumping sulit cari rej,netral
makasih bor,netral
semangat bre,positif
masak make hape kosakata serap gofood grabfood,netral
why gua ceroboh pesan gofood ataou shopeefoodpasti aja voucher discount gk kepakeekan r,negatif
mari doa diskon umur hidup,positif
uang tip,positif
lihat menu pecel jamur penasaran beli ha jebul mung pecel kei jamur krispi,netral
trus gue pinggir puter ambil helm yg tinggal meter,negatif
kena sakit aih hati,netral
bangsat malu banget pen turun ambil semut ampe bapak naek nyamperin tangga kalo bi,negatif
order shopeefoodgofood ngak ngeluarin uang k,positif
pagi neng lg nungu order yg masuk,negatif
aanjjrgg,netral
klo maxim si,netral
info diskon grabshopeefoodgojek today harin,netral
what is wrong wotg your cd for dh la order lepas tu kedai tutup call cs banya,negatif
coba layo gofood jd enak maakan prmo ga yaampun,netral
jajan grabfood ah mumpung gaji,positif
ngerasa bego bgt sempet kaget ga kaget jga si heran orang orang zenly gua ilang s,negatif
itu bayar sembari tunggu minum situ aksinua,netral
pake jali wkwk,positif
abis makan eskrim ketoprak dua adi abis yg diomongin cari makan enak dijaksel ah,netral
pake aja sok kirim alamat,positif
dips rekomendasi makan enak guys,netral
taun buka outlet ni gaes,positif
klo jdi anak cewe kuliah rantau ya bang kebnyakan bilang enakkk krna kmn cwonya yg bayarinn gofood,positif
murah banget deh,positif
aja ya yagusti gmau kluar kamar tp laper,netral
daritadi buka tutup gofood bingung jajan,netral
hi kak maaf ganyamannya kait kendala pesan yg blm terima sistem s,negatif
beliii aja promo,positif
sakit mantan buker buka diskon,netral
panik banget barusan order ambil pesan orang datang dekat unt,negatif
panik banget barusan order ambil pesan orang datang berdekata,negatif
es teh gojek,netral
gue knp ga bs buka anjrd,negatif
suka masak suka dompet menang,netral
kali sen tpi pas dateng makan udah comot dikit ayam geli tau,negatif
dateng tempat dine in penuh restaurant tutup udh sam,negatif
error pls sen kasihan bapak,netral
rada lupa ya udah lumayan beli lihat dom j,netral
bandingin harga gofood grabfood amp order makan biar dapet best price aka murah,positif
mana solusi makan enak murah go grab,positif
skrg diskon udah ga kaya tp turut tetep murah drpd gofood wkwk,positif
riki oke banget anjrit mesen kayak tiktok,netral
merhatiin titik abang muter gin rumah gue doang,negatif
apa biaya layan jd yaa ampun free ongkirnya jg kurang,negatif
masuk aplikasi kayak gojek grab harga dinaikin,negatif
nama goblok kemarin muter muter gitu gak lihat maps sedia ya allah,negatif
x apes beli bakso langsung eh mahal trus kuah bakso,negatif
padu nampak kt tp takut xpaduu hehe,netral
sila makan ya order grabfood foodpanda sekian terima kasih,positif
gengs kalo maps gk jalan jalan tuh error ya drivernya maps abang gak jal,netral
drtd bolak ngescroll grabfood bingung beli sampe gua beli gembus,negatif
error kah maps nya gak jalan,negatif
cari aja nder sumochi sumo quinnie dll,netral
kesel tuh inget banget bahas ayam geprek yg makan trus tanggepannya gak berani,netral
melas bgt mgt gaada,negatif
sticknya uti jual go grab lhosapaa tau yg mo ngerasain,netral
enak bgt udah,positif
najong pake voucher aja harga gegara ongkir sm biaya admin naikin,negatif
gaada nangor ya allah,negatif
astagfirullah milih makan jam sampe jam selesai buka grab gojek daritadi,negatif
gofood gantung diskon wkwkwk,positif
dah kat nang wehh nak beli do,negatif
ya izwah,netral
pakai jaket cuek,negatif
owh ni izwah,netral
kalo grabgoshopeefood sih nder,netral
nasi kukus ayam rempah rm damn kena scam maha,negatif
udah bener sen makan tu males gue sen yg salah mer,negatif
rek uang bulan makan yg lainlain kah atur makan gimana ya magang pagi sa,netral
nasib cempedak goreng dapnyeww bau wangi wangi,netral
tabe rekomendasi jual pisang goreng yg enak klo yg grabfood,netral
plis deh ken bgt mie gaco ih males kalo kesana gojek nya tutup trs hdhh,negatif
itu bayar sembari tunggu minum situ aksinua be,netral
gk muluk muluk ken sushi promo diskon rb,positif
yaa,netral
gw bener bener buka jajan trus tbtb muncul pricelist kontol,negatif
kirimin buat teh jahe masakan tp kalo duit gofoodsh,netral
